2025-07-03T09:01:21.315042, avg_psi=38.36, samples=1
2025-07-03T09:01:34.127911, avg_psi=37.12, samples=1
2025-07-03T09:01:47.125473, avg_psi=37.19, samples=1
2025-07-03T09:01:59.895062, avg_psi=37.66, samples=1
2025-07-03T09:02:12.572616, avg_psi=37.12, samples=1
2025-07-03T09:02:25.104118, avg_psi=37.13, samples=1
2025-07-03T09:02:37.887166, avg_psi=37.99, samples=1
2025-07-03T09:02:50.668588, avg_psi=37.42, samples=1
2025-07-03T09:03:03.392972, avg_psi=37.58, samples=1
2025-07-03T09:03:16.109213, avg_psi=38.76, samples=1
2025-07-03T09:03:28.859580, avg_psi=40.06, samples=1
2025-07-03T09:03:41.613030, avg_psi=39.41, samples=1
2025-07-03T09:03:54.355219, avg_psi=39.62, samples=1
2025-07-03T09:04:06.832594, avg_psi=39.00, samples=1
2025-07-03T09:04:19.578165, avg_psi=39.02, samples=1
2025-07-03T09:04:32.075758, avg_psi=39.15, samples=1
2025-07-03T09:04:44.571824, avg_psi=38.96, samples=1
2025-07-03T09:04:57.088742, avg_psi=38.89, samples=1
2025-07-03T09:05:09.864010, avg_psi=38.78, samples=1
2025-07-03T09:05:22.586351, avg_psi=38.99, samples=1
2025-07-03T09:05:35.380318, avg_psi=38.87, samples=1
2025-07-03T09:05:48.060625, avg_psi=38.73, samples=1
2025-07-03T09:06:00.579790, avg_psi=38.97, samples=1
2025-07-03T09:06:13.114210, avg_psi=38.93, samples=1
2025-07-03T09:06:25.864219, avg_psi=38.87, samples=1
2025-07-03T09:06:38.308864, avg_psi=38.68, samples=1
2025-07-03T09:06:50.852242, avg_psi=39.20, samples=1
2025-07-03T09:07:03.320592, avg_psi=38.96, samples=1
2025-07-03T09:07:15.837051, avg_psi=38.73, samples=1
2025-07-03T09:07:28.350323, avg_psi=38.90, samples=1
2025-07-03T09:07:40.796106, avg_psi=38.93, samples=1
2025-07-03T09:07:53.310163, avg_psi=38.65, samples=1
2025-07-03T09:08:06.134388, avg_psi=39.29, samples=1
2025-07-03T09:08:18.861913, avg_psi=39.75, samples=1
2025-07-03T09:08:31.680843, avg_psi=40.15, samples=1
2025-07-03T09:08:44.339883, avg_psi=39.45, samples=1
2025-07-03T09:08:56.878310, avg_psi=39.06, samples=1
2025-07-03T09:09:09.592532, avg_psi=39.41, samples=1
2025-07-03T09:09:22.362620, avg_psi=39.31, samples=1
2025-07-03T09:09:35.099341, avg_psi=39.70, samples=1
2025-07-03T09:09:47.864492, avg_psi=39.46, samples=1
2025-07-03T09:10:00.652276, avg_psi=19.46, samples=1
2025-07-03T09:10:13.378704, avg_psi=31.48, samples=1
2025-07-03T09:10:26.426269, avg_psi=33.05, samples=1
2025-07-03T09:10:39.087685, avg_psi=34.67, samples=1
2025-07-03T09:10:51.688134, avg_psi=34.15, samples=1
2025-07-03T09:11:04.309766, avg_psi=34.73, samples=1
2025-07-03T09:11:16.871886, avg_psi=34.82, samples=1
2025-07-03T09:11:29.343204, avg_psi=35.36, samples=1
2025-07-03T09:11:41.864994, avg_psi=35.18, samples=1
2025-07-03T09:11:54.578808, avg_psi=35.95, samples=1
2025-07-03T09:12:07.422057, avg_psi=36.28, samples=1
2025-07-03T09:12:20.102646, avg_psi=35.45, samples=1
2025-07-03T09:12:32.852811, avg_psi=35.36, samples=1
2025-07-03T09:12:45.679117, avg_psi=36.67, samples=1
2025-07-03T09:12:58.378230, avg_psi=35.83, samples=1
2025-07-03T09:13:10.837305, avg_psi=36.48, samples=1
2025-07-03T09:13:23.312066, avg_psi=34.90, samples=1
2025-07-03T09:13:35.825181, avg_psi=32.55, samples=1
2025-07-03T09:13:48.604012, avg_psi=35.18, samples=1
2025-07-03T09:14:01.625707, avg_psi=34.86, samples=1
2025-07-03T09:14:14.626831, avg_psi=36.09, samples=1
2025-07-03T09:14:27.339496, avg_psi=36.19, samples=1
2025-07-03T09:14:40.148673, avg_psi=34.63, samples=1
2025-07-03T09:14:52.834013, avg_psi=35.43, samples=1
2025-07-03T09:15:09.780581, avg_psi=39.64, samples=1
2025-07-03T09:15:22.372644, avg_psi=39.98, samples=1
2025-07-03T09:15:35.109093, avg_psi=39.66, samples=1
2025-07-03T09:15:47.822305, avg_psi=39.73, samples=1
2025-07-03T09:16:00.401740, avg_psi=39.95, samples=1
2025-07-03T09:16:13.065929, avg_psi=38.23, samples=1
2025-07-03T09:16:25.616832, avg_psi=36.60, samples=1
2025-07-03T09:16:38.409462, avg_psi=37.22, samples=1
2025-07-03T09:16:51.111101, avg_psi=37.62, samples=1
2025-07-03T09:17:03.854899, avg_psi=37.68, samples=1
2025-07-03T09:17:16.395775, avg_psi=37.40, samples=1
2025-07-03T09:17:29.105845, avg_psi=37.75, samples=1
2025-07-03T09:17:41.614001, avg_psi=37.84, samples=1
2025-07-03T09:17:54.402836, avg_psi=37.22, samples=1
2025-07-03T09:18:07.071916, avg_psi=37.68, samples=1
2025-07-03T09:18:19.594377, avg_psi=38.18, samples=1
2025-07-03T09:18:32.174214, avg_psi=37.87, samples=1
2025-07-03T09:18:44.878706, avg_psi=37.62, samples=1
2025-07-03T09:18:57.599604, avg_psi=37.89, samples=1
2025-07-03T09:19:10.416876, avg_psi=37.86, samples=1
2025-07-03T09:19:23.082494, avg_psi=37.84, samples=1
2025-07-03T09:19:35.611547, avg_psi=37.70, samples=1
2025-07-03T09:19:48.365585, avg_psi=37.29, samples=1
2025-07-03T09:20:00.878483, avg_psi=37.73, samples=1
2025-07-03T09:20:13.773859, avg_psi=38.01, samples=1
2025-07-03T09:20:26.339759, avg_psi=37.50, samples=1
2025-07-03T09:20:38.796032, avg_psi=37.36, samples=1
2025-07-03T09:20:51.315768, avg_psi=37.30, samples=1
2025-07-03T09:21:03.885645, avg_psi=37.42, samples=1
2025-07-03T09:21:16.573425, avg_psi=37.51, samples=1
2025-07-03T09:21:29.057387, avg_psi=83.40, samples=1
2025-07-03T09:21:41.648726, avg_psi=63.62, samples=1
2025-07-03T09:21:54.614152, avg_psi=59.84, samples=1
2025-07-03T09:22:07.365874, avg_psi=57.22, samples=1
2025-07-03T09:22:20.150210, avg_psi=55.16, samples=1
2025-07-03T09:22:32.828995, avg_psi=53.44, samples=1
2025-07-03T09:22:45.300612, avg_psi=51.87, samples=1
2025-07-03T09:22:57.841638, avg_psi=50.48, samples=1
2025-07-03T09:23:10.305396, avg_psi=50.32, samples=1
2025-07-03T09:23:22.867403, avg_psi=49.97, samples=1
2025-07-03T09:23:35.304541, avg_psi=50.34, samples=1
2025-07-03T09:23:47.812546, avg_psi=51.26, samples=1
2025-07-03T09:24:00.417863, avg_psi=50.81, samples=1
2025-07-03T09:24:13.115861, avg_psi=50.81, samples=1
2025-07-03T09:24:25.848179, avg_psi=50.83, samples=1
2025-07-03T09:24:38.344587, avg_psi=50.40, samples=1
2025-07-03T09:24:51.093979, avg_psi=50.19, samples=1
2025-07-03T09:25:06.049413, avg_psi=44.77, samples=1
2025-07-03T09:25:18.621445, avg_psi=47.30, samples=1
2025-07-03T09:25:31.359757, avg_psi=49.04, samples=1
2025-07-03T09:25:43.913545, avg_psi=49.81, samples=1
2025-07-03T09:25:56.580910, avg_psi=46.31, samples=1
2025-07-03T09:26:09.064601, avg_psi=48.96, samples=1
2025-07-03T09:26:21.581900, avg_psi=49.31, samples=1
2025-07-03T09:26:34.414308, avg_psi=49.03, samples=1
2025-07-03T09:26:47.097921, avg_psi=49.34, samples=1
2025-07-03T09:26:59.839358, avg_psi=48.76, samples=1
2025-07-03T09:27:12.372964, avg_psi=49.68, samples=1
2025-07-03T09:27:25.082939, avg_psi=49.77, samples=1
2025-07-03T09:27:37.594531, avg_psi=50.10, samples=1
2025-07-03T09:27:50.100896, avg_psi=50.10, samples=1
2025-07-03T09:28:03.020152, avg_psi=49.68, samples=1
2025-07-03T09:28:15.572912, avg_psi=49.45, samples=1
2025-07-03T09:28:27.577807, avg_psi=47.81, samples=1
2025-07-03T09:28:40.062847, avg_psi=47.37, samples=1
2025-07-03T09:28:52.606522, avg_psi=47.09, samples=1
2025-07-03T09:29:05.334796, avg_psi=48.11, samples=1
2025-07-03T09:29:18.064602, avg_psi=48.27, samples=1
2025-07-03T09:29:30.601833, avg_psi=48.15, samples=1
2025-07-03T09:29:43.328173, avg_psi=48.90, samples=1
2025-07-03T09:29:55.857967, avg_psi=49.02, samples=1
2025-07-03T09:30:08.614757, avg_psi=52.92, samples=1
2025-07-03T09:30:21.320967, avg_psi=50.55, samples=1
2025-07-03T09:30:33.834031, avg_psi=50.11, samples=1
2025-07-03T09:30:46.317534, avg_psi=50.29, samples=1
2025-07-03T09:30:58.806779, avg_psi=50.78, samples=1
2025-07-03T09:31:11.361727, avg_psi=50.38, samples=1
2025-07-03T09:31:24.118373, avg_psi=50.24, samples=1
2025-07-03T09:31:36.852726, avg_psi=50.23, samples=1
2025-07-03T09:31:49.574842, avg_psi=50.27, samples=1
2025-07-03T09:32:02.081295, avg_psi=50.37, samples=1
2025-07-03T09:32:14.591464, avg_psi=50.44, samples=1
2025-07-03T09:32:27.311740, avg_psi=50.58, samples=1
2025-07-03T09:32:39.838817, avg_psi=50.56, samples=1
2025-07-03T09:32:52.322333, avg_psi=50.01, samples=1
2025-07-03T09:33:04.856120, avg_psi=50.43, samples=1
2025-07-03T09:33:17.559435, avg_psi=50.26, samples=1
2025-07-03T09:33:30.113619, avg_psi=48.75, samples=1
2025-07-03T09:33:42.652464, avg_psi=47.55, samples=1
2025-07-03T09:33:55.326306, avg_psi=46.44, samples=1
2025-07-03T09:34:07.803106, avg_psi=45.40, samples=1
2025-07-03T09:34:20.348736, avg_psi=44.36, samples=1
2025-07-03T09:34:32.818361, avg_psi=43.56, samples=1
2025-07-03T09:34:45.341329, avg_psi=42.59, samples=1
2025-07-03T09:34:58.327822, avg_psi=42.72, samples=1
2025-07-03T09:35:10.824941, avg_psi=42.92, samples=1
2025-07-03T09:35:23.616640, avg_psi=42.88, samples=1
2025-07-03T09:35:36.066185, avg_psi=43.25, samples=1
2025-07-03T09:35:48.604331, avg_psi=43.56, samples=1
2025-07-03T09:36:01.314032, avg_psi=43.60, samples=1
2025-07-03T09:36:14.145637, avg_psi=43.50, samples=1
2025-07-03T09:36:26.862071, avg_psi=43.51, samples=1
2025-07-03T09:36:39.597479, avg_psi=43.88, samples=1
2025-07-03T09:36:52.356063, avg_psi=44.74, samples=1
2025-07-03T09:37:05.074835, avg_psi=44.59, samples=1
2025-07-03T09:37:17.572925, avg_psi=43.85, samples=1
2025-07-03T09:37:30.104235, avg_psi=44.07, samples=1
2025-07-03T09:37:42.605703, avg_psi=44.81, samples=1
2025-07-03T09:37:55.126962, avg_psi=44.92, samples=1
2025-07-03T09:38:10.718066, avg_psi=45.87, samples=1
2025-07-03T09:38:23.338028, avg_psi=45.73, samples=1
2025-07-03T09:38:36.497959, avg_psi=46.21, samples=1
2025-07-03T09:38:49.526681, avg_psi=45.97, samples=1
2025-07-03T09:39:02.138774, avg_psi=45.69, samples=1
2025-07-03T09:39:14.829178, avg_psi=45.57, samples=1
2025-07-03T09:39:27.395096, avg_psi=46.21, samples=1
2025-07-03T09:39:40.159539, avg_psi=46.71, samples=1
2025-07-03T09:39:52.929420, avg_psi=46.57, samples=1
2025-07-03T09:40:05.619054, avg_psi=44.40, samples=1
2025-07-03T09:40:18.326033, avg_psi=44.03, samples=1
2025-07-03T09:40:30.829334, avg_psi=46.01, samples=1
2025-07-03T09:40:43.369657, avg_psi=46.60, samples=1
2025-07-03T09:40:56.082212, avg_psi=46.76, samples=1
2025-07-03T09:41:08.610458, avg_psi=45.33, samples=1
2025-07-03T09:41:21.361704, avg_psi=45.32, samples=1
2025-07-03T09:41:34.065051, avg_psi=43.26, samples=1
2025-07-03T09:41:46.666375, avg_psi=42.84, samples=1
2025-07-03T09:41:59.361182, avg_psi=45.35, samples=1
2025-07-03T09:42:12.130347, avg_psi=45.53, samples=1
2025-07-03T09:42:24.894512, avg_psi=44.42, samples=1
2025-07-03T09:42:37.578004, avg_psi=43.62, samples=1
2025-07-03T09:42:50.151449, avg_psi=41.81, samples=1
2025-07-03T09:43:02.888003, avg_psi=45.93, samples=1
2025-07-03T09:43:15.658420, avg_psi=45.90, samples=1
2025-07-03T09:43:28.319548, avg_psi=45.61, samples=1
2025-07-03T09:43:40.812348, avg_psi=44.68, samples=1
2025-07-03T09:43:53.343096, avg_psi=43.78, samples=1
2025-07-03T09:44:05.832449, avg_psi=46.35, samples=1
2025-07-03T09:44:18.616891, avg_psi=45.38, samples=1
2025-07-03T09:44:31.329143, avg_psi=44.33, samples=1
2025-07-03T09:44:43.853520, avg_psi=42.67, samples=1
2025-07-03T09:44:56.577237, avg_psi=45.52, samples=1
2025-07-03T09:45:09.350293, avg_psi=45.71, samples=1
2025-07-03T09:45:22.138705, avg_psi=44.28, samples=1
2025-07-03T09:45:34.854135, avg_psi=43.35, samples=1
2025-07-03T09:45:47.948148, avg_psi=46.86, samples=1
2025-07-03T09:46:00.617954, avg_psi=45.60, samples=1
2025-07-03T09:46:13.329922, avg_psi=46.29, samples=1
2025-07-03T09:46:26.152432, avg_psi=46.18, samples=1
2025-07-03T09:46:38.849776, avg_psi=45.83, samples=1
2025-07-03T09:46:51.360125, avg_psi=46.01, samples=1
