2025-07-03T09:01:21.317182, avg_temp=19.10, samples=1
2025-07-03T09:01:59.895646, avg_temp=19.40, samples=1
2025-07-03T09:02:12.573200, avg_temp=19.40, samples=1
2025-07-03T09:02:25.104694, avg_temp=19.40, samples=1
2025-07-03T09:02:37.887773, avg_temp=19.40, samples=1
2025-07-03T09:02:50.669205, avg_temp=19.40, samples=1
2025-07-03T09:03:03.393544, avg_temp=19.40, samples=1
2025-07-03T09:03:16.109800, avg_temp=19.40, samples=1
2025-07-03T09:03:28.860170, avg_temp=19.40, samples=1
2025-07-03T09:03:41.613609, avg_temp=19.50, samples=1
2025-07-03T09:03:54.355801, avg_temp=19.50, samples=1
2025-07-03T09:04:06.836979, avg_temp=19.50, samples=1
2025-07-03T09:04:19.578737, avg_temp=19.50, samples=1
2025-07-03T09:04:32.076336, avg_temp=19.60, samples=1
2025-07-03T09:04:44.572396, avg_temp=19.60, samples=1
2025-07-03T09:04:57.089327, avg_temp=19.60, samples=1
2025-07-03T09:05:09.864676, avg_temp=19.70, samples=1
2025-07-03T09:05:22.587395, avg_temp=19.70, samples=1
2025-07-03T09:05:35.380892, avg_temp=19.80, samples=1
2025-07-03T09:05:48.061206, avg_temp=19.90, samples=1
2025-07-03T09:06:00.580367, avg_temp=20.00, samples=1
2025-07-03T09:06:13.114775, avg_temp=20.10, samples=1
2025-07-03T09:06:25.864878, avg_temp=20.20, samples=1
2025-07-03T09:06:38.309448, avg_temp=20.30, samples=1
2025-07-03T09:06:50.852814, avg_temp=20.40, samples=1
2025-07-03T09:07:03.321177, avg_temp=20.50, samples=1
2025-07-03T09:07:15.837814, avg_temp=20.60, samples=1
2025-07-03T09:07:28.350908, avg_temp=20.70, samples=1
2025-07-03T09:07:40.796802, avg_temp=20.80, samples=1
2025-07-03T09:07:53.310557, avg_temp=20.90, samples=1
2025-07-03T09:08:18.862488, avg_temp=21.10, samples=1
2025-07-03T09:08:31.681412, avg_temp=21.20, samples=1
2025-07-03T09:08:44.340463, avg_temp=21.30, samples=1
2025-07-03T09:08:56.878889, avg_temp=21.40, samples=1
2025-07-03T09:09:09.593114, avg_temp=21.50, samples=1
2025-07-03T09:09:22.367229, avg_temp=21.60, samples=1
2025-07-03T09:09:35.099926, avg_temp=21.70, samples=1
2025-07-03T09:09:47.865066, avg_temp=21.80, samples=1
2025-07-03T09:10:00.652844, avg_temp=21.90, samples=1
2025-07-03T09:10:13.379284, avg_temp=22.00, samples=1
2025-07-03T09:10:39.088264, avg_temp=22.10, samples=1
2025-07-03T09:10:51.691250, avg_temp=22.20, samples=1
2025-07-03T09:11:04.310341, avg_temp=22.30, samples=1
2025-07-03T09:11:16.872459, avg_temp=22.40, samples=1
2025-07-03T09:11:29.343780, avg_temp=22.50, samples=1
2025-07-03T09:11:41.865564, avg_temp=22.60, samples=1
2025-07-03T09:11:54.579396, avg_temp=22.70, samples=1
2025-07-03T09:12:20.103217, avg_temp=22.80, samples=1
2025-07-03T09:12:32.853386, avg_temp=22.90, samples=1
2025-07-03T09:12:45.679696, avg_temp=23.00, samples=1
2025-07-03T09:12:58.378809, avg_temp=23.10, samples=1
2025-07-03T09:13:10.837956, avg_temp=23.20, samples=1
2025-07-03T09:13:23.312657, avg_temp=23.30, samples=1
2025-07-03T09:13:35.825756, avg_temp=23.30, samples=1
2025-07-03T09:13:48.604633, avg_temp=23.40, samples=1
2025-07-03T09:14:27.340076, avg_temp=23.70, samples=1
2025-07-03T09:14:52.835004, avg_temp=23.80, samples=1
2025-07-03T09:15:09.781361, avg_temp=23.90, samples=1
2025-07-03T09:15:22.373212, avg_temp=24.00, samples=1
2025-07-03T09:15:35.109670, avg_temp=24.10, samples=1
2025-07-03T09:15:47.822890, avg_temp=24.10, samples=1
2025-07-03T09:16:00.402322, avg_temp=24.20, samples=1
2025-07-03T09:16:13.066581, avg_temp=24.30, samples=1
2025-07-03T09:16:25.617418, avg_temp=24.40, samples=1
2025-07-03T09:16:38.410038, avg_temp=24.40, samples=1
2025-07-03T09:16:51.111678, avg_temp=24.50, samples=1
2025-07-03T09:17:03.855597, avg_temp=24.60, samples=1
2025-07-03T09:17:16.396351, avg_temp=24.70, samples=1
2025-07-03T09:17:29.106525, avg_temp=24.80, samples=1
2025-07-03T09:17:41.614665, avg_temp=24.80, samples=1
2025-07-03T09:17:54.403421, avg_temp=24.90, samples=1
2025-07-03T09:18:07.072507, avg_temp=25.00, samples=1
2025-07-03T09:18:19.594967, avg_temp=25.00, samples=1
2025-07-03T09:18:32.174799, avg_temp=25.10, samples=1
2025-07-03T09:18:44.879298, avg_temp=25.20, samples=1
2025-07-03T09:18:57.600190, avg_temp=25.20, samples=1
2025-07-03T09:19:10.417463, avg_temp=25.30, samples=1
2025-07-03T09:19:23.083075, avg_temp=25.30, samples=1
2025-07-03T09:19:35.612130, avg_temp=25.40, samples=1
2025-07-03T09:19:48.366197, avg_temp=25.50, samples=1
2025-07-03T09:20:00.879067, avg_temp=25.50, samples=1
2025-07-03T09:20:13.774431, avg_temp=25.60, samples=1
2025-07-03T09:20:26.340331, avg_temp=25.70, samples=1
2025-07-03T09:20:38.796757, avg_temp=25.70, samples=1
2025-07-03T09:20:51.316408, avg_temp=25.80, samples=1
2025-07-03T09:21:03.889003, avg_temp=25.90, samples=1
2025-07-03T09:21:16.574623, avg_temp=25.90, samples=1
2025-07-03T09:21:29.057962, avg_temp=26.00, samples=1
2025-07-03T09:21:41.649307, avg_temp=26.10, samples=1
2025-07-03T09:22:07.366727, avg_temp=26.20, samples=1
2025-07-03T09:22:20.150783, avg_temp=26.20, samples=1
2025-07-03T09:22:32.829575, avg_temp=26.20, samples=1
2025-07-03T09:22:45.301189, avg_temp=26.30, samples=1
2025-07-03T09:22:57.842207, avg_temp=26.30, samples=1
